,artist,track name,streams,date
4854,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),372220,2021-08-25
4855,Lil Tecca,REPEAT IT (with Gunna),370201,2021-08-25
4856,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),367621,2021-08-25
4857,"Cochise, $NOT",Tell Em,366411,2021-08-25
4858,Trippie Redd,Holy Smokes (feat. Lil Uzi Vert),359747,2021-08-25
4859,Masked Wolf,Astronaut In The Ocean,358134,2021-08-25
4860,A-Wall,Loverboy,354343,2021-08-25
4861,J. Cole,No Role Modelz,345520,2021-08-25
4862,Machine Gun Kelly,my ex's best friend (with blackbear),335983,2021-08-25
4863,Marshmello,Leave Before You Love Me (with Jonas Brothers),334925,2021-08-25
4864,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,327300,2021-08-25
4865,SZA,Good Days,324516,2021-08-25
4866,BTS,Butter,324400,2021-08-25
4867,Post Malone,Circles,323317,2021-08-25
4868,"Nelly, Florida Georgia Line",Lil Bit,321848,2021-08-25
4869,Kali Uchis,telepatía,320733,2021-08-25
4870,Måneskin,I WANNA BE YOUR SLAVE,318680,2021-08-25
4871,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,317776,2021-08-25
4872,Clinton Kane,I GUESS I'M IN LOVE,315876,2021-08-25
4873,24kGoldn,Mood (feat. iann dior),311911,2021-08-25
4874,Polo G,Martin & Gina,311265,2021-08-25
4875,Juice WRLD,Come & Go (with Marshmello),311258,2021-08-25
4876,Harry Styles,Watermelon Sugar,309388,2021-08-25
4877,DaBaby,Ball If I Want To,308415,2021-08-25
4878,PinkPantheress,Just for me,307902,2021-08-25
4879,"Bad Bunny, Jhay Cortez",DÁKITI,305926,2021-08-25
4880,Ed Sheeran,Visiting Hours,301090,2021-08-25
4881,YNW Melly,Mind of Melvin (feat. Lil Uzi Vert),298794,2021-08-25
4882,Yot Club,YKWIM?,293931,2021-08-25
4883,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),293111,2021-08-25
4884,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),290500,2021-08-25
4885,J. Cole,m y . l i f e (with 21 Savage & Morray),288957,2021-08-25
4886,Doja Cat,Streets,287369,2021-08-25
4887,Mac Miller,The Spins,282002,2021-08-25
4888,The Killers,Mr. Brightside,281636,2021-08-25
4889,Young Thug,Tick Tock,281410,2021-08-25
4890,Juice WRLD,All Girls Are The Same,280649,2021-08-25
4891,Lorde,Mood Ring,280413,2021-08-25
4892,The Kid LAROI,WITHOUT YOU,279923,2021-08-25
4893,"ScHoolboy Q, Kendrick Lamar",Collard Greens,273444,2021-08-25
4894,Lil Uzi Vert,20 Min,271949,2021-08-25
4895,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",270809,2021-08-25
4896,Juice WRLD,Lucid Dreams,270584,2021-08-25
4897,"Lil Baby, Lil Durk",Hats Off (feat. Travis Scott),269084,2021-08-25
4898,Saweetie,Best Friend (feat. Doja Cat),268946,2021-08-25
4899,Juice WRLD,Wishing Well,268442,2021-08-25
4900,Jack Harlow,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",266640,2021-08-25
4901,DaBaby,Red Light Green Light,265159,2021-08-25
4902,Fleetwood Mac,Dreams - 2004 Remaster,264216,2021-08-25
4903,Camila Cabello,Don't Go Yet,262922,2021-08-25
4904,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",262675,2021-08-25
4905,"Eslabon Armado, DannyLux",Jugaste y Sufrí,260748,2021-08-25
4906,Roddy Ricch,late at night,260051,2021-08-25
4907,Luke Combs,Forever After All,259484,2021-08-25
4908,"Lil Tjay, 6LACK",Calling My Phone,259133,2021-08-25
4909,Drake,Laugh Now Cry Later (feat. Lil Durk),258619,2021-08-25
4910,BØRNS,Electric Love,258537,2021-08-25
4911,The Neighbourhood,Daddy Issues,257195,2021-08-25
4912,J. Cole,She Knows (feat. Amber Coffman & Cults),255652,2021-08-25
4913,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),255473,2021-08-25
4914,Cardi B,Up,253910,2021-08-25
4915,"Jordan Davis, Luke Bryan",Buy Dirt,253854,2021-08-25
4916,Travis Scott,goosebumps,253404,2021-08-25
4917,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),252066,2021-08-25
4918,"Blxst, Tyga",Chosen (feat. Ty Dolla $ign),251206,2021-08-25
4919,Nirvana,Smells Like Teen Spirit,251160,2021-08-25
4920,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,247376,2021-08-25
4921,Cage The Elephant,Cigarette Daydreams,246693,2021-08-25
4922,The Weeknd,Save Your Tears,243965,2021-08-25
4923,Beach House,Space Song,241996,2021-08-25
4924,Kane Brown,One Mississippi,241825,2021-08-25
4925,Olivia Rodrigo,enough for you,241742,2021-08-25
4926,Juice WRLD,Robbery,241730,2021-08-25
4927,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,241644,2021-08-25
4928,Lewis Capaldi,Someone You Loved,241346,2021-08-25
4929,DaBaby,ROCKSTAR (feat. Roddy Ricch),241276,2021-08-25
4930,Sam Smith,Like I Can,241223,2021-08-25
4931,Lil Tecca,NEVER LEFT,240957,2021-08-25
4932,"Dream, Alec Benjamin",Change My Clothes,240395,2021-08-25
4933,Trippie Redd,Demon Time (feat. Ski Mask The Slump God),240031,2021-08-25
4934,Trippie Redd,MP5 (feat. SoFaygo),239928,2021-08-25
4935,XXXTENTACION,Jocelyn Flores,239473,2021-08-25
4936,Conan Gray,Heather,239120,2021-08-25
4937,Joji,SLOW DANCING IN THE DARK,237246,2021-08-25
4938,WILLOW,Wait a Minute!,236858,2021-08-25
4939,Sheff G,On Go (feat. Polo G),236757,2021-08-25
4940,BIA,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,236395,2021-08-25
4941,Neon Trees,Everybody Talks,236240,2021-08-25
4942,Morgan Wallen,Whiskey Glasses,234989,2021-08-25
4943,Drake,What’s Next,233262,2021-08-25
4944,Nessa Barrett,i hope ur miserable until ur dead,232610,2021-08-25
4945,Grouplove,Tongue Tied,232497,2021-08-25
4946,Lil Uzi Vert,XO Tour Llif3,232438,2021-08-25
4947,Trippie Redd,Super Cell,232321,2021-08-25
4948,Cardi B,WAP (feat. Megan Thee Stallion),232138,2021-08-25
4949,J. Cole,Work Out,231924,2021-08-25
4950,Pop Smoke,What You Know Bout Love,229541,2021-08-25
4951,Ariana Grande,positions,229531,2021-08-25
4952,"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot,228036,2021-08-25
4953,"Kendrick Lamar, Jay Rock",Money Trees,227789,2021-08-25
4954,Pooh Shiesty,Back In Blood (feat. Lil Durk),227460,2021-08-25
4955,Lil Mosey,Blueberry Faygo,227267,2021-08-25
4956,"Joyner Lucas, Lil Baby",Ramen & OJ,226760,2021-08-25
4957,Moneybagg Yo,Wockesha,225965,2021-08-25
4958,BTS,Permission to Dance,225000,2021-08-25
4959,Arctic Monkeys,505,224958,2021-08-25
4960,Dua Lipa,Don't Start Now,224700,2021-08-25
4961,Tate McRae,you broke me first,223364,2021-08-25
4962,Lorde,Solar Power,222807,2021-08-25
4963,Paramore,Misery Business,222314,2021-08-25
4964,Dua Lipa,Love Again,221488,2021-08-25
4965,Kanye West,Heartless,219936,2021-08-25
4966,Offset,Ric Flair Drip (with Metro Boomin),219773,2021-08-25
4967,Lewis Capaldi,Before You Go,217904,2021-08-25
4968,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),217721,2021-08-25
4969,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",217258,2021-08-25
4970,blackbear,hot girl bummer,216617,2021-08-25
4971,J. Cole,MIDDLE CHILD,216272,2021-08-25
4972,Journey,Don't Stop Believin',213603,2021-08-25
4973,Future,Life Is Good (feat. Drake),213581,2021-08-25
4974,Roddy Ricch,The Box,212942,2021-08-25
4975,Bruno Mars,Talking to the Moon,212629,2021-08-25
4976,Money Man,24 (feat. Lil Baby),212294,2021-08-25
4977,Morgan Wallen,Wasted On You,212201,2021-08-25
4978,Eminem,Godzilla (feat. Juice WRLD),211734,2021-08-25
4979,Lil Baby,Drip Too Hard (Lil Baby & Gunna),211084,2021-08-25
4980,"Elton John, Dua Lipa",Cold Heart - PNAU Remix,210884,2021-08-25
4981,Jack Harlow,Tyler Herro,210083,2021-08-25
4982,Pop Smoke,Dior,209087,2021-08-25
4983,"Jason Aldean, Carrie Underwood",If I Didn't Love You,208807,2021-08-25
4984,"Tyler, The Creator",See You Again (feat. Kali Uchis),208723,2021-08-25
4985,The Weeknd,The Hills,208502,2021-08-25
4986,Tame Impala,The Less I Know The Better,208294,2021-08-25
4987,XXXTENTACION,Fuck Love (feat. Trippie Redd),207559,2021-08-25
4988,Chris Stapleton,Tennessee Whiskey,206791,2021-08-25
4989,Wallows,Are You Bored Yet? (feat. Clairo),205205,2021-08-25
4990,Kanye West,Bound 2,205193,2021-08-25
4991,PinkPantheress,Just a waste,204479,2021-08-25
4992,Luke Combs,Beautiful Crazy,204275,2021-08-25
4993,Billie Eilish,lovely (with Khalid),203781,2021-08-25
4994,"Young Stoner Life, Young Thug, Gunna",Solid (feat. Drake),203274,2021-08-25
4995,Trippie Redd,Danny Phantom (feat. XXXTENTACION),202762,2021-08-25
4996,Billie Eilish,NDA,202688,2021-08-25
4997,Bo Burnham,Bezos I,202391,2021-08-25
4998,Ariana Grande,34+35,202226,2021-08-25
4999,Olivia Rodrigo,"1 step forward, 3 steps back",202111,2021-08-25
5000,The Kid LAROI,STAY (with Justin Bieber),1892220,2021-08-26
5001,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),1567214,2021-08-26
5002,Olivia Rodrigo,good 4 u,1186124,2021-08-26
5003,Doja Cat,Need to Know,1153189,2021-08-26
5004,Billie Eilish,Happier Than Ever,1004012,2021-08-26
5005,Doja Cat,Kiss Me More (feat. SZA),947062,2021-08-26
5006,Glass Animals,Heat Waves,803326,2021-08-26
5007,Ed Sheeran,Bad Habits,789505,2021-08-26
5008,Sleepy Hallow,2055,763047,2021-08-26
5009,Lil Nas X,MONTERO (Call Me By Your Name),739525,2021-08-26
5010,Olivia Rodrigo,traitor,673494,2021-08-26
5011,Måneskin,Beggin',672051,2021-08-26
5012,Dua Lipa,Levitating (feat. DaBaby),655451,2021-08-26
5013,Doja Cat,Woman,646026,2021-08-26
5014,Olivia Rodrigo,deja vu,630605,2021-08-26
5015,Doja Cat,Get Into It (Yuh),611642,2021-08-26
5016,Doja Cat,Ain't Shit,596594,2021-08-26
5017,Farruko,Pepas,580100,2021-08-26
5018,Polo G,RAPSTAR,570352,2021-08-26
5019,Lizzo,Rumors (feat. Cardi B),562211,2021-08-26
5020,Trippie Redd,Matt Hardy 999 (feat. Juice WRLD),560609,2021-08-26
5021,The Weeknd,Take My Breath,534187,2021-08-26
5022,Walker Hayes,Fancy Like,516424,2021-08-26
5023,Drake,Wants and Needs (feat. Lil Baby),509718,2021-08-26
5024,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),480481,2021-08-26
5025,Post Malone,Motley Crew,478371,2021-08-26
5026,Megan Thee Stallion,Thot Shit,476576,2021-08-26
5027,Steve Lacy,Dark Red,460740,2021-08-26
5028,Olivia Rodrigo,drivers license,456155,2021-08-26
5029,Surf Curse,Freaks,455859,2021-08-26
5030,Trippie Redd,Rich MF (feat. Polo G & Lil Durk),455046,2021-08-26
5031,Trippie Redd,Miss The Rage (feat. Playboi Carti),448492,2021-08-26
5032,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),440302,2021-08-26
5033,"Blueface, Og Bobby Billions",Outside (Better Days),423102,2021-08-26
5034,Olivia Rodrigo,favorite crime,422709,2021-08-26
5035,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,419700,2021-08-26
5036,Tai Verdes,A-O-K,417288,2021-08-26
5037,Rauw Alejandro,Todo De Ti,414434,2021-08-26
5038,"Aventura, Bad Bunny",Volví,411317,2021-08-26
5039,Bad Bunny,Yonaguni,407987,2021-08-26
5040,Olivia Rodrigo,brutal,407613,2021-08-26
5041,Olivia Rodrigo,"jealousy, jealousy",406075,2021-08-26
5042,"Doja Cat, The Weeknd",You Right,395908,2021-08-26
5043,The Weeknd,Blinding Lights,394985,2021-08-26
5044,The Neighbourhood,Sweater Weather,388743,2021-08-26
5045,Sueco,Paralyzed,385392,2021-08-26
5046,"Jack Harlow, Pooh Shiesty",SUVs (Black on Black),384477,2021-08-26
5047,PinkPantheress,Pain,383736,2021-08-26
5048,Smiley,Over The Top (feat. Drake),381136,2021-08-26
5049,Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),381004,2021-08-26
5050,Giveon,Heartbreak Anniversary,378762,2021-08-26
5051,Olivia Rodrigo,happier,376539,2021-08-26
5052,Skrillex,Don’t Go (with Justin Bieber & Don Toliver),372616,2021-08-26
5053,Lil Tecca,REPEAT IT (with Gunna),370575,2021-08-26
5054,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),368678,2021-08-26
5055,"Cochise, $NOT",Tell Em,366505,2021-08-26
5056,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),365094,2021-08-26
5057,Masked Wolf,Astronaut In The Ocean,356812,2021-08-26
5058,Trippie Redd,Betrayal (feat. Drake),356284,2021-08-26
5059,A-Wall,Loverboy,355656,2021-08-26
5060,J. Cole,No Role Modelz,350801,2021-08-26
5061,Machine Gun Kelly,my ex's best friend (with blackbear),338112,2021-08-26
5062,Marshmello,Leave Before You Love Me (with Jonas Brothers),336365,2021-08-26
5063,Trippie Redd,Holy Smokes (feat. Lil Uzi Vert),332980,2021-08-26
5064,Post Malone,Circles,328735,2021-08-26
5065,SZA,Good Days,324499,2021-08-26
5066,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,323379,2021-08-26
5067,"Nelly, Florida Georgia Line",Lil Bit,323238,2021-08-26
5068,BTS,Butter,323228,2021-08-26
5069,Kali Uchis,telepatía,321078,2021-08-26
5070,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,320000,2021-08-26
5071,Måneskin,I WANNA BE YOUR SLAVE,316984,2021-08-26
5072,24kGoldn,Mood (feat. iann dior),311333,2021-08-26
5073,Juice WRLD,Come & Go (with Marshmello),311313,2021-08-26
5074,Polo G,Martin & Gina,310553,2021-08-26
5075,"Bad Bunny, Jhay Cortez",DÁKITI,309267,2021-08-26
5076,Harry Styles,Watermelon Sugar,307261,2021-08-26
5077,DaBaby,Ball If I Want To,306265,2021-08-26
5078,Clinton Kane,I GUESS I'M IN LOVE,303144,2021-08-26
5079,PinkPantheress,Just for me,302489,2021-08-26
5080,Yot Club,YKWIM?,299568,2021-08-26
5081,YNW Melly,Mind of Melvin (feat. Lil Uzi Vert),299009,2021-08-26
5082,Luke Combs,Forever After All,292038,2021-08-26
5083,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),290758,2021-08-26
5084,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),290634,2021-08-26
5085,J. Cole,m y . l i f e (with 21 Savage & Morray),290077,2021-08-26
5086,Doja Cat,Streets,286568,2021-08-26
5087,Mac Miller,The Spins,284107,2021-08-26
5088,Juice WRLD,All Girls Are The Same,283729,2021-08-26
5089,"ScHoolboy Q, Kendrick Lamar",Collard Greens,281088,2021-08-26
5090,The Kid LAROI,WITHOUT YOU,280702,2021-08-26
5091,The Killers,Mr. Brightside,279729,2021-08-26
5092,Nirvana,Smells Like Teen Spirit,279673,2021-08-26
5093,Ed Sheeran,Visiting Hours,275043,2021-08-26
5094,Lil Uzi Vert,20 Min,273293,2021-08-26
5095,Lorde,Mood Ring,272650,2021-08-26
5096,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",272424,2021-08-26
5097,Juice WRLD,Lucid Dreams,272360,2021-08-26
5098,Fleetwood Mac,Dreams - 2004 Remaster,271267,2021-08-26
5099,Saweetie,Best Friend (feat. Doja Cat),271150,2021-08-26
5100,"Lil Baby, Lil Durk",Hats Off (feat. Travis Scott),270596,2021-08-26
5101,Juice WRLD,Wishing Well,270508,2021-08-26
5102,"Eslabon Armado, DannyLux",Jugaste y Sufrí,266603,2021-08-26
5103,DaBaby,Red Light Green Light,266106,2021-08-26
5104,Jack Harlow,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",265312,2021-08-26
5105,Sam Smith,Like I Can,263541,2021-08-26
5106,Young Thug,Tick Tock,262780,2021-08-26
5107,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",261228,2021-08-26
5108,"Lil Tjay, 6LACK",Calling My Phone,260734,2021-08-26
5109,Roddy Ricch,late at night,259879,2021-08-26
5110,"Jordan Davis, Luke Bryan",Buy Dirt,259598,2021-08-26
5111,Camila Cabello,Don't Go Yet,259065,2021-08-26
5112,J. Cole,She Knows (feat. Amber Coffman & Cults),258644,2021-08-26
5113,Drake,Laugh Now Cry Later (feat. Lil Durk),258451,2021-08-26
5114,BØRNS,Electric Love,257142,2021-08-26
5115,The Neighbourhood,Daddy Issues,255777,2021-08-26
5116,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),255389,2021-08-26
5117,Travis Scott,goosebumps,255270,2021-08-26
5118,"Blxst, Tyga",Chosen (feat. Ty Dolla $ign),254420,2021-08-26
5119,Cardi B,Up,254171,2021-08-26
5120,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),253426,2021-08-26
5121,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,249614,2021-08-26
5122,Cage The Elephant,Cigarette Daydreams,248551,2021-08-26
5123,Juice WRLD,Robbery,245587,2021-08-26
5124,Olivia Rodrigo,enough for you,243891,2021-08-26
5125,Lewis Capaldi,Someone You Loved,243394,2021-08-26
5126,The Weeknd,Save Your Tears,243152,2021-08-26
5127,Morgan Wallen,Whiskey Glasses,242057,2021-08-26
5128,Paramore,Misery Business,241781,2021-08-26
5129,DaBaby,ROCKSTAR (feat. Roddy Ricch),241408,2021-08-26
5130,Lil Tecca,NEVER LEFT,241397,2021-08-26
5131,Beach House,Space Song,241097,2021-08-26
5132,"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot,240834,2021-08-26
5133,XXXTENTACION,Jocelyn Flores,240530,2021-08-26
5134,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,238272,2021-08-26
5135,Joji,SLOW DANCING IN THE DARK,237731,2021-08-26
5136,Conan Gray,Heather,237474,2021-08-26
5137,BIA,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,237223,2021-08-26
5138,Neon Trees,Everybody Talks,236654,2021-08-26
5139,WILLOW,Wait a Minute!,235393,2021-08-26
5140,J. Cole,Work Out,234951,2021-08-26
5141,Lil Uzi Vert,XO Tour Llif3,233862,2021-08-26
5142,Cardi B,WAP (feat. Megan Thee Stallion),232960,2021-08-26
5143,Grouplove,Tongue Tied,232298,2021-08-26
5144,"Kendrick Lamar, Jay Rock",Money Trees,231966,2021-08-26
5145,Kane Brown,One Mississippi,231918,2021-08-26
5146,Pooh Shiesty,Back In Blood (feat. Lil Durk),231879,2021-08-26
5147,Pop Smoke,What You Know Bout Love,231795,2021-08-26
5148,Drake,What’s Next,231028,2021-08-26
5149,Sheff G,On Go (feat. Polo G),229821,2021-08-26
5150,BTS,Permission to Dance,228623,2021-08-26
5151,Nessa Barrett,i hope ur miserable until ur dead,227804,2021-08-26
5152,Lil Mosey,Blueberry Faygo,227773,2021-08-26
5153,Ariana Grande,positions,227495,2021-08-26
5154,Moneybagg Yo,Wockesha,226580,2021-08-26
5155,Tate McRae,you broke me first,225173,2021-08-26
5156,Kanye West,Heartless,223858,2021-08-26
5157,Dua Lipa,Don't Start Now,223564,2021-08-26
5158,Arctic Monkeys,505,222952,2021-08-26
5159,Lewis Capaldi,Before You Go,222318,2021-08-26
5160,"Dream, Alec Benjamin",Change My Clothes,221042,2021-08-26
5161,Dua Lipa,Love Again,220635,2021-08-26
5162,Morgan Wallen,Wasted On You,218849,2021-08-26
5163,J. Cole,MIDDLE CHILD,218700,2021-08-26
5164,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",218260,2021-08-26
5165,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),217978,2021-08-26
5166,Luke Combs,Beautiful Crazy,217799,2021-08-26
5167,Future,Life Is Good (feat. Drake),217161,2021-08-26
5168,Offset,Ric Flair Drip (with Metro Boomin),216945,2021-08-26
5169,Journey,Don't Stop Believin',216587,2021-08-26
5170,blackbear,hot girl bummer,216473,2021-08-26
5171,Trippie Redd,Demon Time (feat. Ski Mask The Slump God),216319,2021-08-26
5172,Eminem,Godzilla (feat. Juice WRLD),215465,2021-08-26
5173,Trippie Redd,MP5 (feat. SoFaygo),214898,2021-08-26
5174,"Elton John, Dua Lipa",Cold Heart - PNAU Remix,214502,2021-08-26
5175,Lil Baby,Drip Too Hard (Lil Baby & Gunna),214364,2021-08-26
5176,Chris Stapleton,Tennessee Whiskey,213613,2021-08-26
5177,Money Man,24 (feat. Lil Baby),212283,2021-08-26
5178,Bruno Mars,Talking to the Moon,212277,2021-08-26
5179,Roddy Ricch,The Box,212194,2021-08-26
5180,"Jason Aldean, Carrie Underwood",If I Didn't Love You,211957,2021-08-26
5181,Tame Impala,The Less I Know The Better,209739,2021-08-26
5182,Pop Smoke,Dior,209632,2021-08-26
5183,The Weeknd,The Hills,209546,2021-08-26
5184,Kanye West,Bound 2,209170,2021-08-26
5185,"Tyler, The Creator",See You Again (feat. Kali Uchis),208761,2021-08-26
5186,Jack Harlow,Tyler Herro,207899,2021-08-26
5187,XXXTENTACION,Fuck Love (feat. Trippie Redd),207860,2021-08-26
5188,Trippie Redd,Super Cell,207741,2021-08-26
5189,Morgan Wallen,More Than My Hometown,206305,2021-08-26
5190,Ryan Hurd,Chasing After You (with Maren Morris),206057,2021-08-26
5191,Luke Combs,Cold As You,205211,2021-08-26
5192,Billie Eilish,lovely (with Khalid),204232,2021-08-26
5193,Wallows,Are You Bored Yet? (feat. Clairo),203744,2021-08-26
5194,"Young Stoner Life, Young Thug, Gunna",Solid (feat. Drake),203674,2021-08-26
5195,PinkPantheress,Just a waste,203453,2021-08-26
5196,Olivia Rodrigo,"1 step forward, 3 steps back",203056,2021-08-26
5197,"JAY-Z, Kanye West",Ni**as In Paris,202958,2021-08-26
5198,Juice WRLD,Bandit (with YoungBoy Never Broke Again),202873,2021-08-26
5199,Luke Combs,South On Ya,202562,2021-08-26
5200,The Kid LAROI,STAY (with Justin Bieber),1963389,2021-08-27
5201,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),1640449,2021-08-27
5202,Baby Keem,family ties (with Kendrick Lamar),1414272,2021-08-27
5203,Olivia Rodrigo,good 4 u,1220089,2021-08-27
5204,Doja Cat,Need to Know,1180508,2021-08-27
5205,Billie Eilish,Happier Than Ever,1005012,2021-08-27
5206,Doja Cat,Kiss Me More (feat. SZA),961514,2021-08-27
5207,Glass Animals,Heat Waves,903088,2021-08-27
5208,Ed Sheeran,Bad Habits,824640,2021-08-27
5209,Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk),780208,2021-08-27
5210,Lil Nas X,MONTERO (Call Me By Your Name),770422,2021-08-27
5211,Sleepy Hallow,2055,763146,2021-08-27
5212,Doja Cat,Woman,725727,2021-08-27
5213,BTS,Butter (Megan Thee Stallion Remix),705599,2021-08-27
5214,Måneskin,Beggin',701366,2021-08-27
5215,Dua Lipa,Levitating (feat. DaBaby),698845,2021-08-27
5216,Halsey,"I am not a woman, I'm a god",684817,2021-08-27
5217,Olivia Rodrigo,traitor,678916,2021-08-27
5218,Doja Cat,Get Into It (Yuh),640026,2021-08-27
5219,Farruko,Pepas,630163,2021-08-27
5220,Olivia Rodrigo,deja vu,623892,2021-08-27
5221,Doja Cat,Ain't Shit,611208,2021-08-27
5222,Kacey Musgraves,justified,595096,2021-08-27
5223,Lil Tecca,"CHOPPA SHOOT THE LOUDEST (with Chief Keef, feat.Trippie Redd)",576126,2021-08-27
5224,Polo G,RAPSTAR,572806,2021-08-27
5225,Walker Hayes,Fancy Like,571407,2021-08-27
5226,Lizzo,Rumors (feat. Cardi B),566983,2021-08-27
5227,Lil Tecca,REPEAT IT (with Gunna),548604,2021-08-27
5228,The Weeknd,Take My Breath,540837,2021-08-27
5229,Trippie Redd,Matt Hardy 999 (feat. Juice WRLD),534286,2021-08-27
5230,Drake,Wants and Needs (feat. Lil Baby),519150,2021-08-27
5231,Megan Thee Stallion,Thot Shit,508669,2021-08-27
5232,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),498507,2021-08-27
5233,Belly,"Belly, The Weeknd - Die For It (ft. Nas)",496501,2021-08-27
5234,Steve Lacy,Dark Red,485833,2021-08-27
5235,Surf Curse,Freaks,466842,2021-08-27
5236,Post Malone,Motley Crew,465360,2021-08-27
5237,Olivia Rodrigo,drivers license,457692,2021-08-27
5238,Trippie Redd,Rich MF (feat. Polo G & Lil Durk),450808,2021-08-27
5239,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),450402,2021-08-27
5240,Trippie Redd,Miss The Rage (feat. Playboi Carti),439966,2021-08-27
5241,Tai Verdes,A-O-K,437413,2021-08-27
5242,Rauw Alejandro,Todo De Ti,434429,2021-08-27
5243,Bad Bunny,Yonaguni,426849,2021-08-27
5244,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,424154,2021-08-27
5245,"Aventura, Bad Bunny",Volví,421296,2021-08-27
5246,Olivia Rodrigo,favorite crime,420307,2021-08-27
5247,The Weeknd,Blinding Lights,412703,2021-08-27
5248,Olivia Rodrigo,"jealousy, jealousy",408234,2021-08-27
5249,Olivia Rodrigo,brutal,405256,2021-08-27
5250,"Doja Cat, The Weeknd",You Right,403134,2021-08-27
5251,The Neighbourhood,Sweater Weather,401502,2021-08-27
5252,"Jack Harlow, Pooh Shiesty",SUVs (Black on Black),399886,2021-08-27
5253,Halsey,The Tradition,391273,2021-08-27
5254,Sueco,Paralyzed,388147,2021-08-27
5255,Lil Tecca,NEVER LEFT,386714,2021-08-27
5256,PinkPantheress,Pain,386034,2021-08-27
5257,Trippie Redd,Betrayal (feat. Drake),384711,2021-08-27
5258,Skrillex,Don’t Go (with Justin Bieber & Don Toliver),379477,2021-08-27
5259,Giveon,Heartbreak Anniversary,377710,2021-08-27
5260,Nelly,Lil Bit (feat. Florida Georgia Line),376843,2021-08-27
5261,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),375470,2021-08-27
5262,"Cochise, $NOT",Tell Em,374736,2021-08-27
5263,Olivia Rodrigo,happier,374021,2021-08-27
5264,Halsey,Bells in Santa Fe,372473,2021-08-27
5265,Smiley,Over The Top (feat. Drake),368431,2021-08-27
5266,BTS,Butter,363761,2021-08-27
5267,J. Cole,No Role Modelz,362032,2021-08-27
5268,"Joyner Lucas, Lil Tjay",Dreams Unfold,355185,2021-08-27
5269,A-Wall,Loverboy,354930,2021-08-27
5270,Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),354421,2021-08-27
5271,Halsey,Easier than Lying,350386,2021-08-27
5272,Machine Gun Kelly,my ex's best friend (with blackbear),347068,2021-08-27
5273,Marshmello,Leave Before You Love Me (with Jonas Brothers),346318,2021-08-27
5274,Halsey,You asked for this,344970,2021-08-27
5275,Halsey,Lilith,344494,2021-08-27
5276,Masked Wolf,Astronaut In The Ocean,339574,2021-08-27
5277,Post Malone,Circles,336456,2021-08-27
